text,page,path,bounds,font_size
ISIN: XS2407295554 II Valorn.: 114718568,13,//Document/Table[11]/TR[33]/TD[3]/P[2],"[122.10400390625, 333.6192932128906, 271.76805114746094, 341.24330139160156]",8.0
Structured Bonds II Maturity: 12.01.2028,13,//Document/Table[11]/TR[33]/TD[3]/P[3],"[121.447998046875, 324.9633026123047, 263.54559326171875, 332.58729553222656]",8.0
Days: 48 II PRC: 5.00,13,//Document/Table[11]/TR[33]/TD[3]/P[4]/Sub,"[121.447998046875, 316.227294921875, 200.9200439453125, 323.85130310058594]",8.0
Price to be verified,13,//Document/Table[11]/TR[33]/TD[3]/P[4]/Sub[2],"[121.447998046875, 307.64329528808594, 185.96820068359375, 315.1712951660156]",8.0
100.5243,13,//Document/Table[11]/TR[33]/TD[4]/P,"[389.52000427246094, 351.5, 422.67169189453125, 359.0279998779297]",8.0
100.2500,13,//Document/Table[11]/TR[33]/TD[5]/P,"[448.31939697265625, 351.4647979736328, 481.75929260253906, 358.9927978515625]",8.0
30.05.2025,13,//Document/Table[11]/TR[33]/TD[5]/P[2],"[441.5993957519531, 334.5207977294922, 481.4569854736328, 342.0487976074219]",8.0
3.88%,13,//Document/Table[11]/TR[33]/TD[6]/P,"[507.5993957519531, 341.57679748535156, 531.1369934082031, 368.45680236816406]",8.0
-0.27%,13,//Document/Table[11]/TR[33]/TD[7]/P,"[563.7593994140625, 341.6728057861328, 589.423583984375, 368.55279541015625]",8.0
505'053,13,//Document/Table[11]/TR[33]/TD[8]/P,"[660.4794006347656, 351.4167938232422, 689.2398986816406, 358.9447937011719]",8.0
2.60%,13,//Document/Table[11]/TR[33]/TD[9]/P,"[707.0399932861328, 351.4842987060547, 730.5203399658203, 359.0122985839844]",8.0
3'803,13,//Document/Table[11]/TR[34]/TD/P,"[669.1194000244141, 342.84080505371094, 689.1817779541016, 350.3688049316406]",8.0
Structured products (Equities),13,//Document/Table[11]/TR[39]/TD/P,"[35.67999267578125, 276.77130126953125, 147.20802307128906, 303.65130615234375]",8.0
USD,13,//Document/Table[11]/TR[41]/TD/P,"[36.24800109863281, 274.67529296875, 54.68818664550781, 282.2032928466797]",8.0
1'000'000,13,//Document/Table[11]/TR[41]/TD[2]/P,"[83.52799987792969, 274.4833068847656, 117.68800354003906, 282.0113067626953]",8.0
NOVUS CAPITAL STRUCTURED NOTES 20-15.05.26 ON CS,13,//Document/Table[11]/TR[41]/TD[3]/P,"[121.447998046875, 264.8193054199219, 335.7000732421875, 291.6992950439453]",8.0
GROUP,13,//Document/Table[11]/TR[41]/TD[3]/P[2],"[121.20799255371094, 256.32330322265625, 152.12828063964844, 283.2032928466797]",8.0
ISIN: XS2252299883 II Valorn.: 58001077,13,//Document/Table[11]/TR[41]/TD[3]/P[3]/Sub,"[121.68800354003906, 256.67529296875, 268.16798400878906, 264.29930114746094]",8.0
Structured products equity II Maturity: 15.05.2026 II PRC: 5.00 Price to be verified,13,//Document/Table[11]/TR[41]/TD[3]/P[3]/Sub[2],"[121.447998046875, 239.39529418945312, 341.4481964111328, 255.69129943847656]",8.0
Underlying: INTERBK LIBOR 3 MTH,13,//Document/Table[11]/TR[41]/TD[3]/P[4],"[121.45599365234375, 229.9199981689453, 275.0001983642578, 237.5679931640625]",8.0
100.3664,13,//Document/Table[11]/TR[41]/TD[4]/P,"[389.52000427246094, 274.6199951171875, 421.99998474121094, 282.1479949951172]",8.0
99.2100,13,//Document/Table[11]/TR[41]/TD[5]/P,"[451.9194030761719, 274.61680603027344, 482.1589050292969, 282.1448059082031]",8.0
0.83%,13,//Document/Table[11]/TR[41]/TD[6]/P,"[507.3594055175781, 264.77679443359375, 531.3197326660156, 291.65679931640625]",8.0
-1.15%,13,//Document/Table[11]/TR[41]/TD[7]/P,"[563.7593994140625, 264.7165985107422, 588.9308471679688, 291.65679931640625]",8.0
992'100,13,//Document/Table[11]/TR[41]/TD[8]/P,"[660.4799957275391, 274.62060546875, 688.5223083496094, 282.20860290527344]",8.0
5.10%,13,//Document/Table[11]/TR[41]/TD[9]/P,"[707.0399932861328, 274.6842956542969, 731.1198272705078, 282.21229553222656]",8.0
30.05.2025,13,//Document/Table[11]/TR[43]/TD/P,"[441.6000061035156, 257.4602966308594, 481.4575958251953, 264.98829650878906]",8.0
Total Structured products,13,//Document/Table[11]/TR[46]/TD/P,"[35.343994140625, 196.67999267578125, 130.60841369628906, 223.55999755859375]",8.0
Accrued interest,13,//Document/Table[11]/TR[46]/TD/P[2],"[35.75999450683594, 196.68800354003906, 93.16844177246094, 204.21600341796875]",8.0
thereof Structured products (Bonds),13,//Document/Table[11]/TR[46]/TD/P[3]/Sub,"[36.24000549316406, 186.5648956298828, 157.45774841308594, 194.16490173339844]",8.0
thereof Structured products (Equities),13,//Document/Table[11]/TR[46]/TD/P[3]/Sub[2],"[36.24000549316406, 178.1009063720703, 162.9762420654297, 185.58090209960938]",8.0
USD 6'846'829,13,//Document/Table[11]/TR[46]/TD[6]/P,"[601.4080047607422, 196.71629333496094, 688.7039947509766, 223.74029541015625]",8.0
35.20%,13,//Document/Table[11]/TR[46]/TD[7]/P,"[702.9600067138672, 196.74029541015625, 730.5915985107422, 223.62030029296875]",8.0
USD 50'891,13,//Document/Table[11]/TR[47]/TD[4]/P,"[601.4400024414062, 196.74830627441406, 688.0641632080078, 204.27630615234375]",8.0
USO 5'854'729,13,//Document/Table[11]/TR[48]/TD[4]/P,"[601.6799926757812, 186.57229614257812, 689.1840057373047, 194.05230712890625]",8.0
30.10%,13,//Document/Table[11]/TR[48]/TD[5]/P,"[702.9600067138672, 186.50830078125, 730.8800048828125, 193.98829650878906]",8.0
USO 992'100,13,//Document/Table[11]/TR[49]/TD[4]/P,"[601.4720001220703, 178.04429626464844, 689.4001770019531, 185.5883026123047]",8.0
5.10%,13,//Document/Table[11]/TR[49]/TD[5]/P,"[707.0399932861328, 178.05230712890625, 730.6400299072266, 185.5323028564453]",8.0
Currency,14,//Document/Table[11]/TR[50]/TH/P,"[36.0, 490.5845947265625, 65.85140991210938, 498.36659240722656]",6.0
Nominal/,14,//Document/Table[11]/TR[50]/TH[2]/P,"[87.88800048828125, 490.5845947265625, 117.995849609375, 498.36659240722656]",6.0
Quantity,14,//Document/Table[11]/TR[50]/TH[2]/P[2],"[89.52000427246094, 482.9403076171875, 117.24794006347656, 490.72230529785156]",6.0
Description,14,//Document/Table[11]/TR[50]/TH[3]/P,"[121.19999694824219, 490.5845947265625, 158.3882598876953, 498.36659240722656]",6.0
Average Acquisition price Average Acquisition FX Rate,14,//Document/Table[11]/TR[50]/TH[4]/P,"[331.697998046875, 483.1143035888672, 422.1001892089844, 498.64259338378906]",6.0
Actual Price,14,//Document/Table[11]/TR[50]/TH[5]/P,"[441.3300018310547, 490.860595703125, 481.01995849609375, 498.64259338378906]",6.0
Actual Ex. Rate Price Date,14,//Document/Table[11]/TR[50]/TH[5]/P[2],"[431.75999450683594, 475.63800048828125, 481.07708740234375, 490.89630126953125]",6.0
Perf YTD,14,//Document/Table[11]/TR[50]/TH[6]/P,"[501.6000061035156, 490.860595703125, 530.2198028564453, 498.64259338378906]",6.0
Perf Total,14,//Document/Table[11]/TR[50]/TH[7]/P,"[558.2400054931641, 490.8726043701172, 588.6982116699219, 498.65460205078125]",6.0
Perf Market Perf Currency,14,//Document/Table[11]/TR[50]/TH[7]/P[2],"[544.8000030517578, 475.63800048828125, 589.6718597412109, 491.0222930908203]",6.0
Valuation in price currency,14,//Document/Table[11]/TR[50]/TH[8]/P,"[604.0800018310547, 490.8726043701172, 688.8913879394531, 498.65460205078125]",6.0
Thereof accruals Countervalue USO,14,//Document/Table[11]/TR[50]/TH[8]/P[2],"[630.0, 475.63800048828125, 688.7918090820312, 491.09429931640625]",6.0
in % of assets,14,//Document/Table[11]/TR[50]/TH[9]/P,"[700.0800018310547, 483.3123016357422, 729.3000030517578, 498.7626037597656]",6.0
Hedge Funds & Private Equity,14,//Document/Table[11]/TR[51]/TD/P,"[36.47999572753906, 448.3520050048828, 145.76402282714844, 475.23199462890625]",8.0
USO,14,//Document/Table[11]/TR[52]/TD/P,"[36.24400329589844, 446.46400451660156, 54.80393981933594, 453.84800720214844]",8.0
204.071,14,//Document/Table[11]/TR[52]/TD[2]/P,"[88.08399963378906, 446.3280029296875, 116.88356018066406, 453.7120056152344]",8.0
EXIGENT ENHANCED INCOME FUND LTD SHS A SERIES 20,14,//Document/Table[11]/TR[52]/TD[3]/P,"[121.44400024414062, 436.341796875, 336.84002685546875, 463.2799987792969]",8.0
R,14,//Document/Table[11]/TR[52]/TD[3]/P[2],"[121.44000244140625, 427.7720031738281, 128.3467254638672, 454.65199279785156]",8.0
ISIN: XD0466760473 // Valorn.: 46676047 Hedge Funds & Private Equity // PRC: 5.00 Price to be verified,14,//Document/Table[11]/TR[52]/TD[3]/P[3],"[121.44000244140625, 411.24000549316406, 272.7239990234375, 435.9040069580078]",8.0
19 1,14,//Document/Table[11]/TR[52]/TD[4]/P,"[336.9600067138672, 436.341796875, 351.5866241455078, 463.28179931640625]",8.0
1'008.3748,14,//Document/Table[11]/TR[52]/TD[4]/P[2],"[383.75999450683594, 446.3399963378906, 422.6501007080078, 453.7239990234375]",8.0
128.0395 31.12.2023,14,//Document/Table[11]/TR[52]/TD[5]/P,"[441.6000061035156, 429.3582000732422, 481.61566162109375, 453.8061981201172]",8.0
0.00%,14,//Document/Table[11]/TR[52]/TD[6]/P,"[507.6000061035156, 436.1101989746094, 531.3203430175781, 462.9902038574219]",8.0
-87.30%,14,//Document/Table[11]/TR[52]/TD[7]/P,"[559.4400024414062, 436.19020080566406, 589.6002807617188, 463.07020568847656]",8.0
26'129,14,//Document/Table[11]/TR[52]/TD[8]/P,"[664.5599975585938, 446.4541931152344, 689.7440795898438, 453.83819580078125]",8.0
0.13%,14,//Document/Table[11]/TR[52]/TD[9]/P,"[707.0399932861328, 446.3582000732422, 730.6399230957031, 453.74220275878906]",8.0
Total Other assets,14,//Document/Table[11]/TR[57]/TD/P,"[35.75999450683594, 378.6197052001953, 103.47969055175781, 405.49969482421875]",8.0
thereof Hedge funds & Private Equity,14,//Document/Table[11]/TR[57]/TD/P[2],"[35.91600036621094, 377.3999938964844, 162.41595458984375, 384.78399658203125]",8.0
USD 26'129,14,//Document/Table[11]/TR[57]/TD[3]/P,"[601.1999969482422, 378.7501983642578, 689.6482543945312, 405.6302032470703]",8.0
USO 26'129,14,//Document/Table[11]/TR[57]/TD[3]/P[2],"[601.6799926757812, 377.39019775390625, 689.5515899658203, 384.59820556640625]",8.0
0.13%,14,//Document/Table[11]/TR[57]/TD[4]/P,"[707.2799987792969, 378.6542053222656, 731.2402038574219, 405.53419494628906]",8.0
0.13%,14,//Document/Table[11]/TR[58]/TD[2]/P,"[707.2799987792969, 378.6002960205078, 731.1149597167969, 384.6002960205078]",7.5
Next 12 months,15,//Document/H1[9],"[35.75999450683594, 490.9062042236328, 101.15216064453125, 499.0832061767578]",8.5
I,15,//Document/Table[12]/TR/TH/P,"[29.279998779296875, 470.07200622558594, 51.91798400878906, 485.09100341796875]",23.0
Eska,15,//Document/Table[12]/TR/TH[2]/P,"[119.75999450683594, 470.98199462890625, 157.06149291992188, 486.84300231933594]",17.0
aa,15,//Document/Table[12]/TR/TH[3]/P,"[168.72000122070312, 472.90199279785156, 205.1008758544922, 487.79400634765625]",17.0
ma,15,//Document/Table[12]/TR/TH[4]/P,"[216.7270965576172, 472.90199279785156, 253.10797119140625, 487.79400634765625]",17.0
ME2A,15,//Document/Table[12]/TR/TH[5]/P,"[264.7200012207031, 472.1790008544922, 298.77423095703125, 483.7250061035156]",11.5
ea,15,//Document/Table[12]/TR/TH[6]/P,"[312.7200012207031, 472.90199279785156, 348.1307373046875, 487.79400634765625]",17.0
ma,15,//Document/Table[12]/TR/TH[10]/P,"[504.7200012207031, 472.90199279785156, 541.1008758544922, 487.79400634765625]",17.0
ma,15,//Document/Table[12]/TR/TH[11]/P,"[552.7270965576172, 472.90199279785156, 589.1079711914062, 487.79400634765625]",17.0
a,15,//Document/Table[12]/TR/TH[12]/P,"[600.7341918945312, 472.90199279785156, 637.1150665283203, 487.79400634765625]",17.0
Kaea,15,//Document/Table[12]/TR/TH[13]/P,"[648.7200012207031, 472.9040069580078, 684.0851135253906, 483.7200012207031]",13.0
132,15,//Document/Table[12]/TR/TH[14]/P,"[697.9199981689453, 468.9759979248047, 739.4390411376953, 488.75599670410156]",23.0
USO,15,//Document/Table[12]/TR[2]/TH/P,"[36.24000549316406, 457.8679962158203, 54.79994201660156, 466.6199951171875]",8.0
4'195,15,//Document/Table[12]/TR[2]/TD/P,"[131.75999450683594, 457.82000732421875, 151.8285369873047, 466.57470703125]",8.0
291'881,15,//Document/Table[12]/TR[2]/TD[3]/P,"[219.60000610351562, 457.8679962158203, 247.91958618164062, 466.6199951171875]",8.0
14'710,15,//Document/Table[12]/TR[2]/TD[4]/P,"[272.3999938964844, 457.8679962158203, 297.91990661621094, 466.6199951171875]",8.0
12'814,15,//Document/Table[12]/TR[2]/TD[5]/P,"[320.3999938964844, 457.8679962158203, 344.9598846435547, 466.6199951171875]",8.0
100'579,15,//Document/Table[12]/TR[2]/TD[6]/P,"[364.0800018310547, 457.8679962158203, 392.3023681640625, 466.6199951171875]",8.0
37'950,15,//Document/Table[12]/TR[2]/TD[8]/P,"[464.1600036621094, 457.8679962158203, 488.5282897949219, 466.6199951171875]",8.0
2'500,15,//Document/Table[12]/TR[2]/TD[9]/P,"[516.0, 457.80799865722656, 536.239990234375, 466.55999755859375]",8.0
5'311,15,//Document/Table[12]/TR[2]/TD[10]/P,"[564.2400054931641, 457.80799865722656, 582.7791290283203, 466.67999267578125]",8.0
12'306,15,//Document/Table[12]/TR[2]/TD[11]/P,"[608.6399993896484, 457.8679962158203, 632.4800415039062, 466.6199951171875]",8.0
2'500,15,//Document/Table[12]/TR[2]/TD[12]/P,"[660.2400054931641, 457.8679962158203, 680.4799957275391, 466.6199951171875]",8.0
91'200,15,//Document/Table[12]/TR[2]/TD[13]/P,"[704.1600036621094, 457.9320068359375, 728.3998413085938, 466.6840057373047]",8.0
[vso,15,//Document/Table[12]/TR[3]/TH/P,"[29.039993286132812, 433.0019989013672, 118.22816467285156, 448.8630065917969]",17.0
4'195,15,//Document/Table[12]/TR[3]/TD/P,"[131.52000427246094, 427.9427947998047, 153.19993591308594, 455.15879821777344]",8.0
-,15,//Document/Table[12]/TR[3]/TD[2]/P,"[167.0399932861328, 433.0299987792969, 201.83963012695312, 448.9199981689453]",70.0
291'881,15,//Document/Table[12]/TR[3]/TD[3]/P,"[219.36000061035156, 427.9440002441406, 247.64039611816406, 455.1600036621094]",8.0
14°710,15,//Document/Table[12]/TR[3]/TD[4]/P,"[271.67999267578125, 427.8800048828125, 297.56016540527344, 455.0959930419922]",8.0
12'814,15,//Document/Table[12]/TR[3]/TD[5]/P,"[319.67999267578125, 427.9440002441406, 345.19989013671875, 455.1600036621094]",8.0
100'579,15,//Document/Table[12]/TR[3]/TD[6]/P,"[363.6000061035156, 428.0039978027344, 392.23997497558594, 455.2200012207031]",8.0
37'950,15,//Document/Table[12]/TR[3]/TD[8]/P,"[463.67999267578125, 427.947998046875, 488.52838134765625, 455.16400146484375]",8.0
2'500,15,//Document/Table[12]/TR[3]/TD[9]/P,"[515.7599945068359, 427.947998046875, 536.6575775146484, 455.16400146484375]",8.0
5'311,15,//Document/Table[12]/TR[3]/TD[10]/P,"[564.0, 427.9440002441406, 582.7323455810547, 455.16400146484375]",8.0
12'306,15,//Document/Table[12]/TR[3]/TD[11]/P,"[607.9199981689453, 427.9440002441406, 632.5602264404297, 455.1600036621094]",8.0
2'500,15,//Document/Table[12]/TR[3]/TD[12]/P,"[660.0, 428.00799560546875, 680.5423583984375, 455.2239990234375]",8.0
91'200,15,//Document/Table[12]/TR[3]/TD[13]/P,"[703.9199981689453, 427.9440002441406, 728.9115753173828, 455.1600036621094]",8.0
I,15,//Document/Table[12]/TR[3]/TD[13]/P[2],"[732.0, 433.0559997558594, 741.7198944091797, 448.9199981689453]",24.0
Next years,15,//Document/H1[10],"[35.75999450683594, 392.22569274902344, 79.82772827148438, 400.40269470214844]",8.5
L,15,//Document/Table[13]/TR/TH/P,"[29.279998779296875, 366.4960021972656, 52.15089416503906, 386.2760009765625]",23.0
PEE■,15,//Document/Table[13]/TR/TH[2]/P,"[205.44000244140625, 374.8840026855469, 229.87623596191406, 389.9909973144531]",8.0
[Ea■,15,//Document/Table[13]/TR/TH[7]/P,"[557.7599945068359, 374.03550720214844, 588.6140899658203, 390.6195068359375]",11.5
Ł Ea1us4,15,//Document/Table[13]/TR/TH[8]/P,"[595.9199981689453, 373.97850036621094, 663.1157531738281, 389.83949279785156]",17.0
Iara,15,//Document/Table[13]/TR/TH[9]/P,"[683.5200042724609, 371.3820037841797, 739.8649291992188, 386.2740020751953]",17.0
USO,15,//Document/Table[13]/TR[2]/TH/P,"[36.24000549316406, 359.1080017089844, 54.79994201660156, 367.86000061035156]",8.0
460'434,15,//Document/Table[13]/TR[2]/TD/P,"[196.3800048828125, 359.0480041503906, 225.6199951171875, 367.8000030517578]",8.0
280'902,15,//Document/Table[13]/TR[2]/TD[2]/P,"[268.5639953613281, 359.11199951171875, 297.2040100097656, 367.86399841308594]",8.0
460'285,15,//Document/Table[13]/TR[2]/TD[3]/P,"[340.5639953613281, 359.0480041503906, 369.4440002441406, 367.8000030517578]",8.0
2'995'285,15,//Document/Table[13]/TR[2]/TD[4]/P,"[407.04400634765625, 359.11199951171875, 441.47662353515625, 367.86399841308594]",8.0
2'135'285,15,//Document/Table[13]/TR[2]/TD[5]/P,"[479.28399658203125, 359.1759948730469, 513.4439392089844, 367.92799377441406]",8.0
10'785'291,15,//Document/Table[13]/TR[2]/TD[6]/P,"[547.6840057373047, 359.20799255371094, 584.6236419677734, 367.9600067138672]",8.0
17'117'482,15,//Document/Table[13]/TR[2]/TD[7]/P,"[622.8040008544922, 359.15199279785156, 660.5640411376953, 367.9040069580078]",8.0
100.00%,15,//Document/Table[13]/TR[2]/TD[8]/P,"[700.3240051269531, 359.11199951171875, 731.9063568115234, 367.86399841308594]",8.0
Total USD,15,//Document/Table[13]/TR[3]/TH/P,"[35.52400207519531, 329.13600158691406, 74.09750366210938, 356.3520050048828]",8.0
460'434,15,//Document/Table[13]/TR[3]/TD/P,"[196.08399963378906, 329.2480010986328, 225.20399475097656, 356.46400451660156]",8.0
280'902,15,//Document/Table[13]/TR[3]/TD[2]/P,"[268.6840057373047, 329.2720031738281, 296.6040496826172, 356.4880065917969]",8.0
460'285,15,//Document/Table[13]/TR[3]/TD[3]/P,"[340.4440002441406, 329.2720031738281, 368.8440246582031, 356.4880065917969]",8.0
2'995'285,15,//Document/Table[13]/TR[3]/TD[4]/P,"[406.3240051269531, 329.2720031738281, 441.7720031738281, 356.4880065917969]",8.0
2'135'285,15,//Document/Table[13]/TR[3]/TD[5]/P,"[478.5639953613281, 329.2720031738281, 513.6357116699219, 356.4880065917969]",8.0
10'785'291,15,//Document/Table[13]/TR[3]/TD[6]/P,"[546.7239990234375, 329.2720031738281, 584.4141540527344, 356.4880065917969]",8.0
17'117'482,15,//Document/Table[13]/TR[3]/TD[7]/P,"[622.0839996337891, 329.2720031738281, 660.5016174316406, 356.4880065917969]",8.0
100.00% Ł,15,//Document/Table[13]/TR[3]/TD[8]/P,"[700.3240051269531, 323.0639953613281, 738.0977172851562, 356.52000427246094]",8.0
"Liquidity consists of assets deposited in current accounts, as well as time deposits, fiduciary and money market investments.",16,//Document/Table[14]/TR/TD/P,"[204.47999572753906, 488.89599609375, 625.3059844970703, 496.3040008544922]",8.0
"Money market products are normally loans in the form of securities or book-entry rights issued for short-term financing purposes, particularly with a maturity of one year or less.",16,//Document/Table[14]/TR/TD/P[2],"[204.47999572753906, 471.6159973144531, 700.5942840576172, 487.7239990234375]",8.0
Ii«) r,16,//Document/Table[14]/TR[2]/TH/P,"[36.720001220703125, 449.1540069580078, 58.993316650390625, 455.39549255371094]",9.5
"This segment consists of investments in bonds. Ordinary bonds consist of fixed-maturity third-party capital, yielding fixed interest payments by the issuer (obligor) at periodic intervals. In most cases, the bonds are redeemed at maturity.",16,//Document/Table[14]/TR[2]/TD/P/Sub,"[204.24000549316406, 440.0399932861328, 721.0400085449219, 456.1600036621094]",8.0
"In addition to conventional type bonds, this category also includes: convertible bonds with a right to subscribe for shares or hybrid bonds, bond funds and tracker certificates on bonds.",16,//Document/Table[14]/TR[2]/TD/P/Sub[2],"[204.23199462890625, 422.83599853515625, 723.5521850585938, 439.0039978027344]",8.0
"Moreover, this category includes derivatives (options and futures) with underlying bonds. The underlying bonds are not counted in the total of the category.",16,//Document/Table[14]/TR[2]/TD/P[2],"[204.2239990234375, 405.49200439453125, 693.904052734375, 421.50799560546875]",8.0
Equities,16,//Document/Table[14]/TR[3]/TH/P,"[36.47999572753906, 381.11610412597656, 71.66339111328125, 389.19110107421875]",8.5
"This category includes equities, profit-sharing certificates, dividend-right certificates, and equity funds and tracker certificates on equities. Moreover, this category includes derivatives (options and futures) with underlying equities. The underlying equities are not counted in the total of the category.",16,//Document/Table[14]/TR[3]/TD/P,"[204.46400451660156, 373.5240020751953, 718.1439819335938, 389.69200134277344]",8.0
Mixed Funds,16,//Document/Table[14]/TR[4]/TH/P,"[36.47999572753906, 349.49609375, 91.15216064453125, 357.57110595703125]",8.5
"This category includes strategic funds that invest across a variety of asset classes, such as equities, bonds or real estate. Strategic funds, which are used to implement predetermined investment strategies, are often also referred to as asset allocation funds or mixed funds.",16,//Document/Table[14]/TR[4]/TD/P,"[204.24000549316406, 342.01600646972656, 706.3960266113281, 358.1239929199219]",8.0
Structured Products,16,//Document/Table[14]/TR[5]/TH/P,"[36.24200439453125, 317.7740936279297, 119.71543884277344, 325.84910583496094]",8.5
"This category includes structured products sold by an issuer in public offerings or privately. Their redemption value depends on the performance of one or more underlyings. The underlyings that may be used for structured products include investment instruments such as equities, interest rates, indexes, foreign currencies or commodities.",16,//Document/Table[14]/TR[5]/TD/P/Sub,"[204.0, 301.4720001220703, 716.650146484375, 326.2799987792969]",8.0
"According to the model of the SSPA (Swiss Structured Products Association), the most widespread categories include the following product groups: capital protection products, yield enhancement products, participation products (tracker certificates on equities and bonds are included in the category of the underlying in this valuation), leverage products and investment products with additional credit risk",16,//Document/Table[14]/TR[5]/TD/P/Sub[2],"[203.8800048828125, 275.53599548339844, 720.5599822998047, 300.2879943847656]",8.0
Metal accounts and precious metals,16,//Document/Table[14]/TR[6]/TH/P,"[36.71800231933594, 251.30409240722656, 184.56141662597656, 259.3791046142578]",8.5
I,16,//Document/Table[14]/TR[6]/TD/P/Figure,"[190.55999755859375, 237.72000122070312, 205.55104064941406, 267.47999572753906]",40.0
"I This category includes the most commonly traded precious metals such as gold, silver, platinum and palladium. Investments in precious metals may be made directly (by purchasing the physical metal) or holding a metal account.",16,//Document/Table[14]/TR[6]/TD/P,"[190.55999755859375, 237.72000122070312, 716.4800109863281, 267.47999572753906]",8.0
Real Estate,16,//Document/Table[14]/TR[7]/TH/P,"[36.47149658203125, 219.59060668945312, 84.238525390625, 227.6656036376953]",8.5
I This category includes real estate funds that typically invest in income-earning properties such as multifamily homes or business establishments.,16,//Document/Table[14]/TR[7]/TD/P,"[190.55999755859375, 202.9199981689453, 693.9120330810547, 232.67999267578125]",8.0
Other assets,16,//Document/Table[14]/TR[8]/TH/P,"[36.47149658203125, 192.85809326171875, 89.84716796875, 200.93310546875]",8.5
I,16,//Document/Table[14]/TR[8]/TD/P/Figure,"[190.55999755859375, 179.39999389648438, 205.55104064941406, 209.16000366210938]",40.0
"I This category includes: alternative funds (offshore funds and hedge funds), private equity (investments in venture capital financing, primarily for unlisted enterprises), funds that invest in commodities (e.g. mining products) or in physical assets (such as agricultural produce), forex investments.",16,//Document/Table[14]/TR[8]/TD/P,"[190.55999755859375, 179.39999389648438, 717.0638275146484, 209.16000366210938]",8.0
Product Risk Classifier {PRC),17,//Document/H1[11],"[36.0, 470.6663055419922, 151.4639434814453, 478.0102996826172]",8.5
"The PRC (Product Risk Classifier) is a risk indicator, provided by third parties, which is based on quantitative models. This provides an indication of the financial risk of the individual investment products and therefore allows comparing the financial risk of financial instruments belonging to various asset categories and classes.",17,//Document/P[10],"[36.0, 446.1999969482422, 718.4000244140625, 462.1959991455078]",8.0
"This value is calculated by taking into consideration the three basis aspects of an investment product's financial risk: the market risk, credit risk and liquidity risk. The Portfolio Risk Classifer (PRC) is measured on a scale that goes from 1 (very low risk) to 5 (very high risk).",17,//Document/P[11],"[36.0, 428.86000061035156, 577.8802947998047, 444.8560028076172]",8.0
I,17,//Document/H1[12],"[723.6000061035156, 392.73399353027344, 741.7262725830078, 408.3614959716797]",23.5
"Performance is the percentage trend in asset value and therefore expresses the return on a securities portfolio over a given period of time. The performance indicator is expressed as ""Total Return"". In fact, the calculation takes not only price gains/losses into account but also interest (including pro rata interest) and dividend payments. The Bank calculates performance using the TWR (Time-Weighted Return) calculation method, which measures the compound rate of return on a portfolio, eliminating the impact of any cash flows made by the investor (deposits or withdrawals). Performance is stated net, i.e. performance net of taxes and of transaction and management fees.",17,//Document/P[12],"[35.41600036621094, 346.36000061035156, 718.3999786376953, 388.9360046386719]",8.0
The asset valuation reports the information available at the time of preparation of the asset valuation for the relevant valuation date.,17,//Document/P[13],"[35.99200439453125, 337.8000030517578, 479.9516906738281, 345.0959930419922]",8.0
E,18,//Document/H1[13],"[29.279998779296875, 461.83599853515625, 51.91798400878906, 482.21400451660156]",23.0
■,18,//Document/P[14],"[721.6799926757812, 466.7100067138672, 743.3381652832031, 482.2200012207031]",30.0
The present valuation is for information purposes only. The valuation of the assets in this statement is based on the prices and exchange rates derived from commonly used information sources in the banking sector that the Bank considers to be reliable.,18,//Document/P[15],"[36.0, 446.1840057373047, 710.3602905273438, 462.24000549316406]",8.0
"The stated prices and exchange rates are merely indicative and by no means binding on the Bank; they do not necessarily reflect the amounts actually attainable through market trading. Positions marked ""price to be verified"" refer to instruments that are illiquid or for which no price and/or updated price can be obtained from an official source.",18,//Document/P[16],"[36.0, 428.9360046386719, 697.5199737548828, 444.9600067138672]",8.0
"The data set forth in the asset valuation -even if they refer to the same valuation date but are generated at different times -may differ from one another due to transactions and/or adjustments, particularly value adjustments, that have been recorded in the meantime with a retroactive effect or value date.",18,//Document/P[17],"[36.0, 411.6553955078125, 686.2980804443359, 427.7601013183594]",8.0
"The Bank in no way guarantees the accuracy or completeness of the present valuation, the information contained herewith or the calculations related to the assets held in custody.",18,//Document/P[18],"[36.0, 402.9033966064453, 641.7397766113281, 410.2873992919922]",8.0
The Bank disclaims all liability for any loss or damage connected with use of the valuation and related information. This document is neither designed nor suitable for tax purposes.,18,//Document/P[19],"[36.0, 385.5834045410156, 420.7999572753906, 401.6313934326172]",8.0
"Any discrepancies or objections shall be reported to the Bank in writing within 30 days. Otherwise, the contents of this document will be deemed accepted.",18,//Document/P[20],"[35.75999450683594, 376.9114074707031, 559.4001617431641, 384.29539489746094]",8.0
I,18,//Document/P[21],"[724.5599975585938, 341.1340026855469, 741.7283477783203, 356.7615051269531]",23.5
"The present asset valuation does not include liabilities from bills of exchange, acceptances and deeds of pledge, documentary credits, trust loans, sureties, guarantees, other forms of contingent liabilities or outstanding transactions.",18,//Document/P[22],"[36.0, 320.6954040527344, 723.9279937744141, 336.7194061279297]",8.0
Your financial advisor will be happy to answer any questions you may have about the terms and positions set forth in the present statement.,18,//Document/P[23],"[31.274993896484375, 252.0659942626953, 671.6215667724609, 261.0119934082031]",9.0
